"SpeciesID"	"SpecCode"	"Species"	"Genus"	"AphiaID"	"Class"	"Order"	"Family"	"Fresh"	"Brack"	"Saltwater"	"DemersPelag"	"AnaCat"
"8623"	"Fis-32254"	7239	"Lotilia graciliosa"	"Lotilia"	"281406"	"Actinopterygii"	"Perciformes"	"Gobiidae"	0	0	1	"reef-associated"	NA
"8624"	"Fis-26452"	7240	"Mahidolia mystacina"	"Mahidolia"	"219512"	"Actinopterygii"	"Perciformes"	"Gobiidae"	0	1	1	"reef-associated"	NA
"8625"	"Fis-26453"	7241	"Vanderhorstia ambanoro"	"Vanderhorstia"	"219602"	"Actinopterygii"	"Perciformes"	"Gobiidae"	0	0	1	"reef-associated"	NA
"8626"	"Fis-163594"	7242	"Koumansetta hectori"	"Koumansetta"	"344662"	"Actinopterygii"	"Perciformes"	"Gobiidae"	0	0	1	"reef-associated"	NA
"8627"	"Fis-26455"	7243	"Amblygobius nocturnus"	"Amblygobius"	"219377"	"Actinopterygii"	"Perciformes"	"Gobiidae"	0	0	1	"reef-associated"	NA
"8628"	"Fis-26456"	7244	"Oplopomops diacanthus"	"Oplopomops"	"278262"	"Actinopterygii"	"Perciformes"	"Gobiidae"	0	0	1	"reef-associated"	NA
"8629"	"Fis-32255"	7245	"Signigobius biocellatus"	"Signigobius"	"282790"	"Actinopterygii"	"Perciformes"	"Gobiidae"	0	0	1	"reef-associated"	NA
"8630"	"Fis-26457"	7246	"Valenciennea puellaris"	"Valenciennea"	"219595"	"Actinopterygii"	"Perciformes"	"Gobiidae"	0	0	1	"reef-associated"	NA
"8631"	"Fis-150580"	7247	"Asterropteryx ensifera"	"Asterropteryx"	"277496"	"Actinopterygii"	"Perciformes"	"Gobiidae"	0	1	1	"reef-associated"	NA
"8632"	"Fis-32256"	7248	"Austrolethops wardi"	"Austrolethops"	"219385"	"Actinopterygii"	"Perciformes"	"Gobiidae"	0	0	1	"reef-associated"	NA
"8633"	"Fis-26459"	7249	"Bathygobius cotticeps"	"Bathygobius"	"209211"	"Actinopterygii"	"Perciformes"	"Gobiidae"	0	1	1	"reef-associated"	NA
"8634"	"Fis-29538"	725	"Squatina aculeata"	"Squatina"	"105926"	"Elasmobranchii"	"Squatiniformes"	"Squatinidae"	0	0	1	"demersal"	NA
"8635"	"Fis-32257"	7250	"Bryaninops ridens"	"Bryaninops"	"219394"	"Actinopterygii"	"Perciformes"	"Gobiidae"	0	0	1	"reef-associated"	NA
"8636"	"Fis-119716"	7251	"Bryaninops yongei"	"Bryaninops"	"219391"	"Actinopterygii"	"Perciformes"	"Gobiidae"	0	0	1	"reef-associated"	NA
"8637"	"Fis-26461"	7252	"Cabillus tongarevae"	"Cabillus"	"219396"	"Actinopterygii"	"Perciformes"	"Gobiidae"	0	0	1	"reef-associated"	NA
"8638"	"Fis-32259"	7254	"Callogobius centrolepis"	"Callogobius"	"219406"	"Actinopterygii"	"Perciformes"	"Gobiidae"	0	0	1	"demersal"	NA
"8639"	"Fis-26462"	7255	"Callogobius hasseltii"	"Callogobius"	"278878"	"Actinopterygii"	"Perciformes"	"Gobiidae"	1	1	1	"reef-associated"	"amphidromous"
"8640"	"Fis-26463"	7256	"Callogobius plumatus"	"Callogobius"	"219404"	"Actinopterygii"	"Perciformes"	"Gobiidae"	0	0	1	"reef-associated"	NA
"8641"	"Fis-26464"	7257	"Callogobius sclateri"	"Callogobius"	"219410"	"Actinopterygii"	"Perciformes"	"Gobiidae"	0	0	1	"reef-associated"	NA
"8642"	"Fis-32260"	7258	"Eviota afelei"	"Eviota"	"278580"	"Actinopterygii"	"Perciformes"	"Gobiidae"	0	0	1	"reef-associated"	NA
"8643"	"Fis-32261"	7259	"Eviota albolineata"	"Eviota"	"219455"	"Actinopterygii"	"Perciformes"	"Gobiidae"	0	0	1	"reef-associated"	NA
"8644"	"Fis-29539"	726	"Squatina africana"	"Squatina"	"217373"	"Elasmobranchii"	"Squatiniformes"	"Squatinidae"	0	0	1	"demersal"	NA
"8645"	"Fis-32262"	7260	"Eviota cometa"	"Eviota"	"278583"	"Actinopterygii"	"Perciformes"	"Gobiidae"	0	0	1	"reef-associated"	NA
"8646"	"Fis-32263"	7261	"Eviota distigma"	"Eviota"	"219456"	"Actinopterygii"	"Perciformes"	"Gobiidae"	0	0	1	"reef-associated"	NA
"8647"	"Fis-32264"	7262	"Eviota fasciola"	"Eviota"	"278587"	"Actinopterygii"	"Perciformes"	"Gobiidae"	0	0	1	"reef-associated"	NA
"8648"	"Fis-32265"	7263	"Eviota herrei"	"Eviota"	"278588"	"Actinopterygii"	"Perciformes"	"Gobiidae"	0	0	1	"reef-associated"	NA
"8649"	"Fis-26465"	7264	"Eviota infulata"	"Eviota"	"219458"	"Actinopterygii"	"Perciformes"	"Gobiidae"	0	0	1	"reef-associated"	NA
"8650"	"Fis-32266"	7265	"Eviota lachdeberei"	"Eviota"	"278593"	"Actinopterygii"	"Perciformes"	"Gobiidae"	0	0	1	"reef-associated"	NA
"8651"	"Fis-32267"	7266	"Eviota latifasciata"	"Eviota"	"278595"	"Actinopterygii"	"Perciformes"	"Gobiidae"	0	0	1	"reef-associated"	NA
"8652"	"Fis-32268"	7267	"Eviota melasma"	"Eviota"	"278596"	"Actinopterygii"	"Perciformes"	"Gobiidae"	0	0	1	"reef-associated"	NA
"8653"	"Fis-32269"	7268	"Eviota nebulosa"	"Eviota"	"219459"	"Actinopterygii"	"Perciformes"	"Gobiidae"	0	0	1	"reef-associated"	NA
"8654"	"Fis-32270"	7269	"Eviota pellucida"	"Eviota"	"278600"	"Actinopterygii"	"Perciformes"	"Gobiidae"	0	0	1	"reef-associated"	NA
"8655"	"Fis-23281"	727	"Squatina argentina"	"Squatina"	"271664"	"Elasmobranchii"	"Squatiniformes"	"Squatinidae"	0	0	1	"demersal"	NA
"8656"	"Fis-26466"	7270	"Eviota prasina"	"Eviota"	"219463"	"Actinopterygii"	"Perciformes"	"Gobiidae"	0	0	1	"reef-associated"	NA
"8657"	"Fis-32271"	7271	"Eviota prasites"	"Eviota"	"278601"	"Actinopterygii"	"Perciformes"	"Gobiidae"	0	0	1	"reef-associated"	NA
"8658"	"Fis-32272"	7272	"Eviota punctulata"	"Eviota"	"278603"	"Actinopterygii"	"Perciformes"	"Gobiidae"	0	0	1	"reef-associated"	NA
"8659"	"Fis-32273"	7273	"Eviota queenslandica"	"Eviota"	"278604"	"Actinopterygii"	"Perciformes"	"Gobiidae"	0	0	1	"reef-associated"	NA
"8660"	"Fis-32274"	7274	"Eviota saipanensis"	"Eviota"	"278607"	"Actinopterygii"	"Perciformes"	"Gobiidae"	0	0	1	"reef-associated"	NA
"8661"	"Fis-32275"	7275	"Eviota sebreei"	"Eviota"	"219461"	"Actinopterygii"	"Perciformes"	"Gobiidae"	0	0	1	"reef-associated"	NA
"8662"	"Fis-32276"	7276	"Eviota sigillata"	"Eviota"	"219453"	"Actinopterygii"	"Perciformes"	"Gobiidae"	0	0	1	"reef-associated"	NA
"8663"	"Fis-26467"	7277	"Harpagifer bispinis"	"Harpagifer"	"234626"	"Actinopterygii"	"Perciformes"	"Harpagiferidae"	0	0	1	"demersal"	NA
"8664"	"Fis-29540"	728	"Squatina australis"	"Squatina"	"271666"	"Elasmobranchii"	"Squatiniformes"	"Squatinidae"	0	0	1	"demersal"	NA
"8665"	"Fis-32281"	7282	"Bryaninops tigris"	"Bryaninops"	"219389"	"Actinopterygii"	"Perciformes"	"Gobiidae"	0	0	1	"reef-associated"	NA
"8666"	"Fis-32282"	7283	"Uropterygius concolor"	"Uropterygius"	"212042"	"Actinopterygii"	"Anguilliformes"	"Muraenidae"	0	1	1	"reef-associated"	NA
"8667"	"Fis-32283"	7284	"Gymnothorax melatremus"	"Gymnothorax"	"217481"	"Actinopterygii"	"Anguilliformes"	"Muraenidae"	0	0	1	"reef-associated"	NA
"8668"	"Fis-32284"	7285	"Gymnothorax monochrous"	"Gymnothorax"	"217486"	"Actinopterygii"	"Anguilliformes"	"Muraenidae"	0	0	1	"reef-associated"	NA
"8669"	"Fis-32285"	7286	"Uropterygius fuscoguttatus"	"Uropterygius"	"277948"	"Actinopterygii"	"Anguilliformes"	"Muraenidae"	0	0	1	"reef-associated"	NA
"8670"	"Fis-32286"	7287	"Uropterygius xanthopterus"	"Uropterygius"	"212038"	"Actinopterygii"	"Anguilliformes"	"Muraenidae"	0	0	1	"reef-associated"	NA
"8671"	"Fis-150192"	7288	"Scolecenchelys gymnota"	"Scolecenchelys"	"282715"	"Actinopterygii"	"Anguilliformes"	"Ophichthidae"	0	0	1	"reef-associated"	NA
"8672"	"Fis-146627"	7289	"Scolecenchelys macroptera"	"Scolecenchelys"	"282718"	"Actinopterygii"	"Anguilliformes"	"Ophichthidae"	0	0	1	"reef-associated"	NA
"8673"	"Fis-29541"	729	"Squatina californica"	"Squatina"	"271667"	"Elasmobranchii"	"Squatiniformes"	"Squatinidae"	0	0	1	"demersal"	NA
"8674"	"Fis-32289"	7290	"Muraenichthys schultzei"	"Muraenichthys"	"217574"	"Actinopterygii"	"Anguilliformes"	"Ophichthidae"	0	0	1	"reef-associated"	NA
"8675"	"Fis-26468"	7291	"Ophichthus cephalozona"	"Ophichthus"	"271946"	"Actinopterygii"	"Anguilliformes"	"Ophichthidae"	0	0	1	"reef-associated"	NA
"8676"	"Fis-32290"	7292	"Synodus binotatus"	"Synodus"	"217674"	"Actinopterygii"	"Aulopiformes"	"Synodontidae"	0	0	1	"reef-associated"	NA
"8677"	"Fis-163998"	7293	"Antennarius commerson"	"Antennarius"	"217852"	"Actinopterygii"	"Lophiiformes"	"Antennariidae"	0	0	1	"reef-associated"	NA
"8678"	"Fis-32292"	7295	"Antennarius randalli"	"Antennarius"	"272542"	"Actinopterygii"	"Lophiiformes"	"Antennariidae"	0	0	1	"reef-associated"	NA
"8679"	"Fis-32293"	7297	"Brotula multibarbata"	"Brotula"	"217797"	"Actinopterygii"	"Ophidiiformes"	"Ophidiidae"	0	0	1	"reef-associated"	NA
"8680"	"Fis-32294"	7299	"Brosmophyciops pautzkei"	"Brosmophyciops"	"220357"	"Actinopterygii"	"Ophidiiformes"	"Bythitidae"	0	0	1	"reef-associated"	NA
"8681"	"Fis-29404"	73	"Gobius paganellus"	"Gobius"	"126893"	"Actinopterygii"	"Perciformes"	"Gobiidae"	1	1	1	"demersal"	"amphidromous"
"8682"	"Fis-32295"	7300	"Dinematichthys iluocoeteoides"	"Dinematichthys"	"209277"	"Actinopterygii"	"Ophidiiformes"	"Bythitidae"	0	0	1	"reef-associated"	NA
"8683"	"Fis-26472"	7301	"Pomadasys striatus"	"Pomadasys"	"218562"	"Actinopterygii"	"Perciformes"	"Haemulidae"	0	0	1	"benthopelagic"	NA
"8684"	"Fis-32296"	7302	"Atherion elymus"	"Atherion"	"277641"	"Actinopterygii"	"Atheriniformes"	"Atherinidae"	0	0	1	"reef-associated"	"non-migratory"
"8685"	"Fis-26473"	7303	"Stenatherina panatela"	"Stenatherina"	"282882"	"Actinopterygii"	"Atheriniformes"	"Atherinidae"	0	0	1	"reef-associated"	NA
"8686"	"Fis-26474"	7305	"Myripristis hexagona"	"Myripristis"	"217928"	"Actinopterygii"	"Beryciformes"	"Holocentridae"	0	0	1	"reef-associated"	NA
"8687"	"Fis-32298"	7306	"Myripristis kuntee"	"Myripristis"	"217915"	"Actinopterygii"	"Beryciformes"	"Holocentridae"	0	0	1	"reef-associated"	NA
"8688"	"Fis-32300"	7308	"Myripristis pralinia"	"Myripristis"	"217919"	"Actinopterygii"	"Beryciformes"	"Holocentridae"	0	0	1	"reef-associated"	NA
"8689"	"Fis-32301"	7309	"Myripristis violacea"	"Myripristis"	"217914"	"Actinopterygii"	"Beryciformes"	"Holocentridae"	0	0	1	"reef-associated"	NA
"8690"	"Fis-26475"	7310	"Neoniphon argenteus"	"Neoniphon"	"217931"	"Actinopterygii"	"Beryciformes"	"Holocentridae"	0	0	1	"reef-associated"	NA
"8691"	"Fis-26476"	7311	"Sargocentron tiereoides"	"Sargocentron"	"217949"	"Actinopterygii"	"Beryciformes"	"Holocentridae"	0	0	1	"reef-associated"	NA
"8692"	"Fis-26477"	7312	"Solenostomus paradoxus"	"Solenostomus"	"217976"	"Actinopterygii"	"Syngnathiformes"	"Solenostomidae"	0	0	1	"reef-associated"	NA
"8693"	"Fis-26478"	7313	"Scorpaenodes albaiensis"	"Scorpaenodes"	"218098"	"Actinopterygii"	"Scorpaeniformes"	"Scorpaenidae"	0	0	1	"reef-associated"	NA
"8694"	"Fis-26479"	7314	"Scorpaenodes scaber"	"Scorpaenodes"	"218092"	"Actinopterygii"	"Scorpaeniformes"	"Scorpaenidae"	0	1	1	"reef-associated"	NA
"8695"	"Fis-32302"	7315	"Grammistops ocellatus"	"Grammistops"	"218256"	"Actinopterygii"	"Perciformes"	"Serranidae"	0	0	1	"reef-associated"	NA
"8696"	"Fis-26480"	7316	"Liopropoma pallidum"	"Liopropoma"	"275953"	"Actinopterygii"	"Perciformes"	"Serranidae"	0	0	1	"reef-associated"	NA
"8697"	"Fis-26481"	7317	"Gymnapistes marmoratus"	"Gymnapistes"	"280952"	"Actinopterygii"	"Scorpaeniformes"	"Tetrarogidae"	0	1	1	"demersal"	NA
"8698"	"Fis-26482"	7318	"Liopropoma susumi"	"Liopropoma"	"218259"	"Actinopterygii"	"Perciformes"	"Serranidae"	0	0	1	"reef-associated"	NA
"8699"	"Fis-26483"	7319	"Plectropomus oligacanthus"	"Plectropomus"	"277891"	"Actinopterygii"	"Perciformes"	"Serranidae"	0	0	1	"reef-associated"	"non-migratory"
"8700"	"Fis-26484"	7320	"Pseudogramma polyacantha"	"Pseudogramma"	"218282"	"Actinopterygii"	"Perciformes"	"Serranidae"	0	0	1	"reef-associated"	NA
"8701"	"Fis-26485"	7321	"Pseudanthias rubrizonatus"	"Pseudanthias"	"277477"	"Actinopterygii"	"Perciformes"	"Serranidae"	0	0	1	"reef-associated"	NA
"8702"	"Fis-26486"	7322	"Plectranthias longimanus"	"Plectranthias"	"212538"	"Actinopterygii"	"Perciformes"	"Serranidae"	0	0	1	"reef-associated"	NA
"8703"	"Fis-26487"	7323	"Pseudochromis marshallensis"	"Pseudochromis"	"278188"	"Actinopterygii"	"Perciformes"	"Pseudochromidae"	0	0	1	"reef-associated"	NA
"8704"	"Fis-32303"	7327	"Balistes capriscus"	"Balistes"	"154721"	"Actinopterygii"	"Tetraodontiformes"	"Balistidae"	0	0	1	"reef-associated"	NA
"8705"	"Fis-26491"	7328	"Apocryptodon madurensis"	"Apocryptodon"	"279662"	"Actinopterygii"	"Perciformes"	"Gobiidae"	1	1	1	"demersal"	"amphidromous"
"8706"	"Fis-26492"	7329	"Epinephelus awoara"	"Epinephelus"	"273836"	"Actinopterygii"	"Perciformes"	"Serranidae"	0	0	1	"reef-associated"	NA
"8707"	"Fis-29544"	733	"Squatina japonica"	"Squatina"	"271670"	"Elasmobranchii"	"Squatiniformes"	"Squatinidae"	0	0	1	"demersal"	NA
"8708"	"Fis-26493"	7330	"Diplectrum radiale"	"Diplectrum"	"276184"	"Actinopterygii"	"Perciformes"	"Serranidae"	0	1	1	"demersal"	NA
"8709"	"Fis-32304"	7331	"Epinephelus bilobatus"	"Epinephelus"	"273837"	"Actinopterygii"	"Perciformes"	"Serranidae"	0	0	1	"reef-associated"	NA
"8710"	"Fis-26494"	7333	"Epinephelus bleekeri"	"Epinephelus"	"273838"	"Actinopterygii"	"Perciformes"	"Serranidae"	0	0	1	"demersal"	NA
"8711"	"Fis-32305"	7335	"Epinephelus bruneus"	"Epinephelus"	"273840"	"Actinopterygii"	"Perciformes"	"Serranidae"	0	0	1	"reef-associated"	NA
"8712"	"Fis-26496"	7336	"Epinephelus chabaudi"	"Epinephelus"	"218226"	"Actinopterygii"	"Perciformes"	"Serranidae"	0	0	1	"reef-associated"	NA
"8713"	"Fis-26498"	7338	"Epinephelus daemelii"	"Epinephelus"	"273846"	"Actinopterygii"	"Perciformes"	"Serranidae"	0	0	1	"reef-associated"	NA
"8714"	"Fis-29545"	734	"Squatina nebulosa"	"Squatina"	"271671"	"Elasmobranchii"	"Squatiniformes"	"Squatinidae"	0	0	1	"demersal"	NA
"8715"	"Fis-26499"	7340	"Epinephelus diacanthus"	"Epinephelus"	"218236"	"Actinopterygii"	"Perciformes"	"Serranidae"	0	0	1	"demersal"	NA
"8716"	"Fis-163776"	7342	"Hyporthodus ergastularius"	"Hyporthodus"	"475076"	"Actinopterygii"	"Perciformes"	"Serranidae"	0	0	1	"demersal"	NA
"8717"	"Fis-26501"	7343	"Epinephelus erythrurus"	"Epinephelus"	"273850"	"Actinopterygii"	"Perciformes"	"Serranidae"	0	1	1	"reef-associated"	NA
"8718"	"Fis-26502"	7344	"Epinephelus faveatus"	"Epinephelus"	"218219"	"Actinopterygii"	"Perciformes"	"Serranidae"	0	0	1	"reef-associated"	NA
"8719"	"Fis-26503"	7345	"Epinephelus flavocaeruleus"	"Epinephelus"	"218203"	"Actinopterygii"	"Perciformes"	"Serranidae"	0	0	1	"reef-associated"	NA
"8720"	"Fis-32309"	7347	"Epinephelus heniochus"	"Epinephelus"	"273855"	"Actinopterygii"	"Perciformes"	"Serranidae"	0	0	1	"demersal"	"non-migratory"
"8721"	"Fis-26504"	7348	"Epinephelus howlandi"	"Epinephelus"	"273856"	"Actinopterygii"	"Perciformes"	"Serranidae"	0	0	1	"reef-associated"	NA
"8722"	"Fis-29546"	735	"Squatina oculata"	"Squatina"	"105927"	"Elasmobranchii"	"Squatiniformes"	"Squatinidae"	0	0	1	"demersal"	NA
"8723"	"Fis-115487"	7350	"Epinephelus latifasciatus"	"Epinephelus"	"218214"	"Actinopterygii"	"Perciformes"	"Serranidae"	0	0	1	"demersal"	NA
"8724"	"Fis-26507"	7352	"Epinephelus longispinis"	"Epinephelus"	"218221"	"Actinopterygii"	"Perciformes"	"Serranidae"	0	0	1	"reef-associated"	NA
"8725"	"Fis-26508"	7353	"Epinephelus miliaris"	"Epinephelus"	"218211"	"Actinopterygii"	"Perciformes"	"Serranidae"	0	0	1	"reef-associated"	NA
"8726"	"Fis-26509"	7354	"Epinephelus multinotatus"	"Epinephelus"	"218237"	"Actinopterygii"	"Perciformes"	"Serranidae"	0	0	1	"reef-associated"	NA
"8727"	"Fis-26510"	7357	"Epinephelus poecilonotus"	"Epinephelus"	"218250"	"Actinopterygii"	"Perciformes"	"Serranidae"	0	1	1	"reef-associated"	NA
"8728"	"Fis-32313"	7358	"Epinephelus polylepis"	"Epinephelus"	"218234"	"Actinopterygii"	"Perciformes"	"Serranidae"	0	0	1	"demersal"	NA
"8729"	"Fis-32314"	7359	"Epinephelus posteli"	"Epinephelus"	"218231"	"Actinopterygii"	"Perciformes"	"Serranidae"	0	0	1	"reef-associated"	NA
"8730"	"Fis-23282"	736	"Squatina squatina"	"Squatina"	"105928"	"Elasmobranchii"	"Squatiniformes"	"Squatinidae"	0	1	1	"demersal"	"oceanodromous"
"8731"	"Fis-26511"	7360	"Epinephelus radiatus"	"Epinephelus"	"218222"	"Actinopterygii"	"Perciformes"	"Serranidae"	0	0	1	"demersal"	NA
"8732"	"Fis-32315"	7361	"Epinephelus retouti"	"Epinephelus"	"218253"	"Actinopterygii"	"Perciformes"	"Serranidae"	0	0	1	"reef-associated"	NA
"8733"	"Fis-26512"	7362	"Epinephelus socialis"	"Epinephelus"	"273868"	"Actinopterygii"	"Perciformes"	"Serranidae"	0	0	1	"reef-associated"	NA
"8734"	"Fis-32316"	7363	"Epinephelus stictus"	"Epinephelus"	"273869"	"Actinopterygii"	"Perciformes"	"Serranidae"	0	0	1	"demersal"	NA
"8735"	"Fis-26513"	7364	"Epinephelus stoliczkae"	"Epinephelus"	"218225"	"Actinopterygii"	"Perciformes"	"Serranidae"	0	0	1	"reef-associated"	NA
"8736"	"Fis-26514"	7366	"Epinephelus summana"	"Epinephelus"	"218238"	"Actinopterygii"	"Perciformes"	"Serranidae"	0	1	1	"reef-associated"	NA
"8737"	"Fis-32318"	7367	"Epinephelus timorensis"	"Epinephelus"	"273871"	"Actinopterygii"	"Perciformes"	"Serranidae"	0	0	1	"demersal"	NA
"8738"	"Fis-26515"	7368	"Epinephelus trimaculatus"	"Epinephelus"	"273872"	"Actinopterygii"	"Perciformes"	"Serranidae"	0	0	1	"reef-associated"	NA
"8739"	"Fis-32320"	7370	"Epinephelus tuamotuensis"	"Epinephelus"	"273874"	"Actinopterygii"	"Perciformes"	"Serranidae"	0	0	1	"demersal"	NA
"8740"	"Fis-26516"	7371	"Epinephelus undulatostriatus"	"Epinephelus"	"273875"	"Actinopterygii"	"Perciformes"	"Serranidae"	0	0	1	"reef-associated"	NA
"8741"	"Fis-26517"	7372	"Plectropomus laevis"	"Plectropomus"	"218260"	"Actinopterygii"	"Perciformes"	"Serranidae"	0	0	1	"reef-associated"	NA
"8742"	"Fis-32321"	7373	"Plectropomus punctatus"	"Plectropomus"	"218268"	"Actinopterygii"	"Perciformes"	"Serranidae"	0	0	1	"reef-associated"	NA
"8743"	"Fis-32322"	7374	"Saloptia powelli"	"Saloptia"	"282656"	"Actinopterygii"	"Perciformes"	"Serranidae"	0	0	1	"reef-associated"	NA
"8744"	"Fis-26518"	7375	"Triso dermopterus"	"Triso"	"283058"	"Actinopterygii"	"Perciformes"	"Serranidae"	0	0	1	"demersal"	NA
"8745"	"Fis-26520"	7378	"Hydrolagus purpurescens"	"Hydrolagus"	"271417"	"Holocephali"	"Chimaeriformes"	"Chimaeridae"	0	0	1	"benthopelagic"	NA
"8746"	"Fis-26521"	7381	"Dasyatis brevis"	"Dasyatis"	"271428"	"Elasmobranchii"	"Myliobatiformes"	"Dasyatidae"	0	0	1	"demersal"	NA
"8747"	"Fis-32325"	7382	"Glossanodon struhsakeri"	"Glossanodon"	"272909"	"Actinopterygii"	"Osmeriformes"	"Argentinidae"	0	0	1	"benthopelagic"	NA
"8748"	"Fis-32328"	7386	"Argyripnus brocki"	"Argyripnus"	"274963"	"Actinopterygii"	"Stomiiformes"	"Sternoptychidae"	0	0	1	"benthopelagic"	NA
"8749"	"Fis-32329"	7387	"Argyripnus ephippiatus"	"Argyripnus"	"274965"	"Actinopterygii"	"Stomiiformes"	"Sternoptychidae"	0	0	1	"benthopelagic"	NA
"8750"	"Fis-26523"	7388	"Danaphos oculatus"	"Danaphos"	"280483"	"Actinopterygii"	"Stomiiformes"	"Sternoptychidae"	0	0	1	"pelagic-oceanic"	NA
"8751"	"Fis-23150"	739	"Heterodontus francisci"	"Heterodontus"	"276694"	"Elasmobranchii"	"Heterodontiformes"	"Heterodontidae"	0	0	1	"demersal"	NA
"8752"	"Fis-32331"	7390	"Polyipnus nuttingi"	"Polyipnus"	"274990"	"Actinopterygii"	"Stomiiformes"	"Sternoptychidae"	0	0	1	"benthopelagic"	NA
"8753"	"Fis-32335"	7396	"Leptostomias macronema"	"Leptostomias"	"275157"	"Actinopterygii"	"Stomiiformes"	"Stomiidae"	0	0	1	"pelagic-oceanic"	NA
"8754"	"Fis-26525"	7398	"Synodus kaianus"	"Synodus"	"272129"	"Actinopterygii"	"Aulopiformes"	"Synodontidae"	0	0	1	"demersal"	" "
"8755"	"Fis-32337"	7399	"Synodus ulae"	"Synodus"	"272144"	"Actinopterygii"	"Aulopiformes"	"Synodontidae"	0	0	1	"demersal"	NA
"8756"	"Fis-23151"	740	"Heterodontus galeatus"	"Heterodontus"	"276695"	"Elasmobranchii"	"Heterodontiformes"	"Heterodontidae"	0	0	1	"reef-associated"	NA
"8757"	"Fis-136013"	7400	"Hime japonica"	"Hime"	"318485"	"Actinopterygii"	"Aulopiformes"	"Aulopidae"	0	0	1	"demersal"	NA
"8758"	"Fis-32340"	7405	"Bolinichthys distofax"	"Bolinichthys"	"272649"	"Actinopterygii"	"Myctophiformes"	"Myctophidae"	0	0	1	"pelagic-oceanic"	"non-migratory"
"8759"	"Fis-32341"	7408	"Diaphus schmidti"	"Diaphus"	"272691"	"Actinopterygii"	"Myctophiformes"	"Myctophidae"	0	0	1	"benthopelagic"	NA
"8760"	"Fis-23152"	741	"Heterodontus japonicus"	"Heterodontus"	"276696"	"Elasmobranchii"	"Heterodontiformes"	"Heterodontidae"	0	0	1	"demersal"	NA
"8761"	"Fis-32343"	7412	"Lampadena urophaos"	"Lampadena"	"126609"	"Actinopterygii"	"Myctophiformes"	"Myctophidae"	0	0	1	"pelagic-oceanic"	NA
"8762"	"Fis-32348"	7418	"Protomyctophum beckeri"	"Protomyctophum"	"272729"	"Actinopterygii"	"Myctophiformes"	"Myctophidae"	0	0	1	"pelagic-oceanic"	NA
"8763"	"Fis-29414"	742	"Heterodontus mexicanus"	"Heterodontus"	"276697"	"Elasmobranchii"	"Heterodontiformes"	"Heterodontidae"	0	0	1	"demersal"	NA
"8764"	"Fis-23153"	743	"Heterodontus portusjacksoni"	"Heterodontus"	"276699"	"Elasmobranchii"	"Heterodontiformes"	"Heterodontidae"	0	0	1	"demersal"	"oceanodromous"
"8765"	"Fis-32352"	7430	"Plectropomus pessuliferus"	"Plectropomus"	"218265"	"Actinopterygii"	"Perciformes"	"Serranidae"	0	0	1	"reef-associated"	NA
"8766"	"Fis-26540"	7431	"Idiolychnus urolampus"	"Idiolychnus"	"217702"	"Actinopterygii"	"Myctophiformes"	"Myctophidae"	0	0	1	"pelagic-neritic"	NA
"8767"	"Fis-23154"	744	"Heterodontus quoyi"	"Heterodontus"	"276700"	"Elasmobranchii"	"Heterodontiformes"	"Heterodontidae"	0	0	1	"reef-associated"	NA
"8768"	"Fis-26543"	7443	"Ijimaia plicatellus"	"Ijimaia"	"272026"	"Actinopterygii"	"Ateleopodiformes"	"Ateleopodidae"	0	0	1	"benthopelagic"	NA
"8769"	"Fis-26544"	7446	"Chilorhinus platyrhynchus"	"Chilorhinus"	"280151"	"Actinopterygii"	"Anguilliformes"	"Chlopsidae"	0	0	1	"demersal"	NA
"8770"	"Fis-32363"	7447	"Gymnothorax pindae"	"Gymnothorax"	"217485"	"Actinopterygii"	"Anguilliformes"	"Muraenidae"	0	0	1	"reef-associated"	NA
"8771"	"Fis-32364"	7448	"Liopropoma multilineatum"	"Liopropoma"	"275952"	"Actinopterygii"	"Perciformes"	"Serranidae"	0	0	1	"reef-associated"	NA
"8772"	"Fis-23155"	745	"Heterodontus ramalheira"	"Heterodontus"	"217626"	"Elasmobranchii"	"Heterodontiformes"	"Heterodontidae"	0	0	1	"demersal"	NA
"8773"	"Fis-13941"	7450	"Scuticaria tigrina"	"Scuticaria"	"217530"	"Actinopterygii"	"Anguilliformes"	"Muraenidae"	0	0	1	"reef-associated"	NA
"8774"	"Fis-26546"	7451	"Enchelycore pardalis"	"Enchelycore"	"217472"	"Actinopterygii"	"Anguilliformes"	"Muraenidae"	0	0	1	"reef-associated"	NA
"8775"	"Fis-26547"	7453	"Luzonichthys waitei"	"Luzonichthys"	"212528"	"Actinopterygii"	"Perciformes"	"Serranidae"	0	0	1	"reef-associated"	NA
"8776"	"Fis-26550"	7457	"Hirundichthys affinis"	"Hirundichthys"	"159265"	"Actinopterygii"	"Beloniformes"	"Exocoetidae"	0	0	1	"pelagic-neritic"	"oceanodromous"
"8777"	"Fis-26551"	7458	"Pseudanthias luzonensis"	"Pseudanthias"	"277465"	"Actinopterygii"	"Perciformes"	"Serranidae"	0	0	1	"reef-associated"	NA
"8778"	"Fis-32366"	7459	"Gymnothorax berndti"	"Gymnothorax"	"271824"	"Actinopterygii"	"Anguilliformes"	"Muraenidae"	0	0	1	"reef-associated"	NA
"8779"	"Fis-23156"	746	"Heterodontus zebra"	"Heterodontus"	"276701"	"Elasmobranchii"	"Heterodontiformes"	"Heterodontidae"	0	0	1	"reef-associated"	NA
