"V1" "V2"
"1226" "St Mary's (Scilly Islands)" "3.06421554796543e-14"
"1227" "Stockholm" "1.29979571916738e-06"
"1228" "Stockton" "0.000630900650009814"
"1229" "Stockvik" "1.46007845891472e-05"
"1230" "Storugns" "1.2916010857067e-05"
"1231" "St Peter" "5.62210051123779e-05"
"1232" "St Petersburg" "0.00356252269419033"
"1233" "St Petersburg (USA)" "1.42299028116355e-09"
"1234" "Stralsund" "2.02522058356802e-06"
"1235" "Straumsvik" "0.000151641980627337"
"1236" "Strendur" "4.39662994899948e-09"
"1237" "Stroemstad" "4.92984673083896e-08"
"1238" "St Sampson" "3.82784347108256e-07"
"1239" "Stubbekobing" "5.36053201827258e-09"
"1240" "Studstrup" "4.52193055555661e-06"
"1241" "Sturdies Bay" "0"
"1242" "Sture" "0.000449581408839994"
"1243" "Suez" "0.0684152359513573"
"1244" "Suez Canal" "0.121109354201095"
"1245" "Sulina" "2.41888276819591e-05"
"1246" "Sullom Voe" "0.000657935354785866"
"1247" "Sunderland" "1.45367342985203e-05"
"1248" "Sundsvall" "4.03933970212211e-05"
"1249" "Sungai Udang" "0.000134324220270265"
"1250" "Supsa" "4.1960113546069e-05"
"1251" "Sutton Bridge" "3.88443065724164e-06"
"1252" "Svelgen" "1.48649428177716e-06"
"1253" "Svelvik" "1.82292326311728e-06"
"1254" "Svendborg" "1.4757299212631e-06"
"1255" "Swansea" "3.82961184148822e-05"
"1256" "Swartz Bay" "5.43630358729175e-07"
"1257" "Swinoujscie" "0.000206475189608035"
"1258" "Sydney (Australia)" "0.00297606556476149"
"1259" "Sykkylven" "2.53888564616389e-07"
"1260" "Syros Island" "1.38932285380644e-05"
"1261" "Szczecin" "0.000497753218371755"
"1262" "Taalintehdas" "7.93218949246555e-06"
"1263" "Taboga Island" "2.33239030311694e-08"
"1264" "Taboguilla Island" "0.00040986749440497"
"1265" "Tachibana" "0.000132367895261165"
"1266" "Tacoma" "0.0137086077795845"
"1267" "Taganrog" "2.79735817021454e-05"
"1268" "Taicang" "0.000165267625249821"
"1269" "Taichung" "0.000311626390630426"
"1270" "Takehara" "0.000138282290850111"
"1271" "Ta'Kuntah FSO" "0.000342348847779506"
"1272" "Tallinn" "0.0014847528314148"
"1273" "Tamashima" "0.000349624682971728"
"1274" "Tampa" "0.00375853408540816"
"1275" "Tampico" "0.00142281905258002"
"1276" "Tangier" "0.00284721486601303"
"1277" "Tangshan" "0.00169227259839733"
"1278" "Tanjung Pelepas" "0.00849004354058869"
"1279" "Tanjung Perak" "0.000106100914884055"
"1280" "Tanjung Pinang" "4.23348800460133e-10"
"1281" "Tanjung Uban" "0.000317024370997343"
"1282" "Taranto" "0.000436543026823943"
"1283" "Tarbert" "3.43058914609173e-14"
"1284" "Tarragona" "0.00564121502066972"
"1285" "Tartous" "0.00146891269484439"
"1286" "Tau" "9.51285827888171e-10"
"1287" "Teesport" "0.00241261588581498"
"1288" "Teignmouth" "1.92589612603156e-05"
"1289" "Telaga Punggur" "0.000536918173938972"
"1290" "Tema" "0.00220575309607052"
"1291" "Tembladora" "0.0001162642835838"
"1292" "Temryuk" "5.13016392100774e-06"
"1293" "Tenes" "4.62703925846464e-05"
"1294" "Termini Imerese" "1.58640714705838e-05"
"1295" "Terneuzen" "0.0312473770462843"
"1296" "Tetney" "0.000206665350624524"
"1297" "Texas City" "0.00390084791385548"
"1298" "Texel" "5.19876696025712e-07"
"1299" "Thamesport" "0.00787389574086195"
"1300" "Thessaloniki" "0.00119877018612213"
"1301" "Thisvi" "1.82242736236349e-05"
"1302" "Thorlakshofn" "2.70138080025184e-05"
"1303" "Thyboron" "6.74839128689264e-07"
"1304" "Tianjin" "0.0325445634345753"
"1305" "Tilbury" "0.00832502931104839"
"1306" "Tin Can Island" "0.00283050727977863"
"1307" "Tinos" "2.16382467499443e-13"
"1308" "Tjeldbergodden" "2.95612831574532e-05"
"1309" "Tobata" "3.7058427758252e-05"
"1310" "Tobruk" "8.33319907744823e-07"
"1311" "Toenning" "1.32116539930394e-14"
"1312" "Tokyo" "0.0365387200213785"
"1313" "Tolkkinen-Tolkis" "0.000213090639808788"
"1314" "Tolu" "1.7940962810159e-05"
"1315" "Tongue" "0.00115194711454314"
"1316" "Tonsberg" "1.8499146898332e-05"
"1317" "Torbay" "0.000629342736779948"
"1318" "Tornio" "0.000298475517372276"
"1319" "Toros" "0.000106678996091292"
"1320" "Torshavn" "0.00010112911413418"
"1321" "Townsville" "0.00184408309080042"
"1322" "Trabzon" "3.92974248208944e-06"
"1323" "Tranmere" "0.000688238489466642"
"1324" "Trapani" "1.35138426027304e-06"
"1325" "Travemunde" "0.000161868584125591"
"1326" "Treguier" "9.02980317185609e-07"
"1327" "Trelleborg" "9.0755529558173e-07"
"1328" "Trent Wharves" "5.10133618909503e-05"
"1329" "Trieste" "0.000911768236398602"
"1330" "Tripoli (Lebanon)" "5.6266843698749e-05"
"1331" "Tripoli (Libya)" "0.000438643809371198"
"1332" "Trois-Rivieres" "0.000163376877451715"
"1333" "Trollhatte Canal" "4.1582033069032e-06"
"1334" "Troon" "4.77409837107423e-07"
"1335" "Truro" "8.29597297968832e-07"
"1336" "Tuapse" "8.1034952623682e-06"
"1337" "Tubarao" "0.000131866675247005"
"1338" "Tuen Mun" "0.00013504903999495"
"1339" "Tumbledown Dick Bay" "0.00236012886060322"
"1340" "Tunadalshamnen" "0.000223749729348133"
"1341" "Turku" "7.12996402854049e-05"
"1342" "Tuticorin" "0.000466589392964178"
"1343" "Tutuncifilik" "2.25786245255932e-09"
"1344" "Tuxpan" "1.60696260592674e-05"
"1345" "Tuzla" "0.000122355798376828"
"1346" "Twielenfleth" "4.83442828770331e-05"
"1347" "Tyne" "0.000340508180823873"
"1348" "Tyr" "2.85046106374143e-06"
"1349" "Uddevalla" "0.00023306364035014"
"1350" "Ueckermunde" "2.39086233033703e-08"
"1351" "Ulsan" "0.0179436280462458"
"1352" "Umea" "0.000182411761190049"
"1353" "Umm Al Nar" "5.70632642593605e-05"
"1354" "Umm Qasr" "0.000486295698282846"
"1355" "Ust-Dunaisk" "3.8411315244069e-06"
"1356" "Ustka" "1.55431223447522e-15"
"1357" "Ust-Luga" "0.000208047481727314"
"1358" "Utansjo" "6.17647402056942e-06"
"1359" "Uto" "1.11022302462516e-16"
"1360" "Uusikaupunki" "8.01555387798247e-05"
"1361" "Vaasa" "1.7601575600934e-05"
"1362" "Vacamonte" "6.22620411006025e-07"
"1363" "Vada" "7.29344490257855e-06"
"1364" "Valdez" "0.00236529844959588"
"1365" "Valencia" "0.021575277974384"
"1366" "Valletta" "0.00212524725117069"
"1367" "Valleyfield" "0.000379059807926407"
"1368" "Vallvik" "7.2966415082254e-06"
"1369" "Valparaiso" "0.00105328606556321"
"1370" "Vancouver (Canada)" "0.0251941271979917"
"1371" "Vancouver (USA)" "0.00474284136546133"
"1372" "Vanersborg" "5.02335232743789e-07"
"1373" "Varberg" "7.9119341351741e-05"
"1374" "Varna" "0.000852148934661123"
"1375" "Varobacka" "2.00538707861853e-09"
"1376" "Vassiliko" "0.000106611372730381"
"1377" "Vasteras" "5.85546878428822e-07"
"1378" "Vastervik" "7.38454525339716e-06"
"1379" "Veitsiluoto" "1.85581976444027e-05"
"1380" "Vejle" "2.62649260529546e-06"
"1381" "Vene-Balti" "0.000125701851719007"
"1382" "Venterminales" "6.98686767635071e-05"
"1383" "Ventspills" "0.000665118745236337"
"1384" "Ventspils" "0.00275914470037053"
"1385" "Veracruz" "0.00866890970520617"
"1386" "Vestero" "1.64090828702612e-08"
"1387" "Vestmannaeyjar" "5.04644579457647e-08"
"1388" "Viana Do Castelo" "7.56120145062322e-06"
"1389" "Victoria (Canada)" "0.000251225603006278"
"1390" "Vierow" "5.86476948338799e-07"
"1391" "Vigo" "7.22660346649251e-05"
"1392" "Vilanova i la Geltru" "2.3009357837056e-05"
"1393" "Villa Constitucion" "1.1659211142101e-06"
"1394" "Villagarcia de Arosa" "5.22391485571205e-05"
"1395" "Villaricos" "4.8657096954674e-05"
"1396" "Virtsu" "2.60902262905205e-06"
"1397" "Visby" "2.53802156118255e-05"
"1398" "Vishakhapatnam" "0.000415516310724673"
"1399" "Vitoria" "7.21860071662972e-05"
"1400" "Vlaardingen" "0.0094565934376587"
"1401" "Vlissingen" "0.00504514249738264"
"1402" "Vordingborg" "1.45505680504421e-07"
"1403" "Voudhia Bay" "1.5844409586574e-06"
"1404" "Vung Tau" "0.00400102961388615"
"1405" "Vuosaari" "2.30337410890291e-05"
"1406" "Vyborg" "1.7068353549976e-05"
"1407" "Vysotsk" "4.30519527436779e-05"
"1408" "Wadi Feiran" "1.13135407819875e-07"
"1409" "Wakamatsu" "2.63426815397816e-05"
"1410" "Wakayama" "0.00111021256734156"
"1411" "Wallhamn" "0.000225921042108279"
"1412" "Warri" "2.23299879953398e-06"
"1413" "Waterford" "2.05150658239006e-07"
"1414" "Waterfront City" "0.000185823590846956"
"1415" "Weedon Island" "2.30489709456272e-05"
"1416" "Wei Hai" "1.72617638294348e-07"
"1417" "Wellington" "0.00339983168094082"
"1418" "Wemyss Bay" "8.54269510686123e-09"
"1419" "West Solent" "3.24932746846862e-05"
"1420" "Weymouth (United Kingdom)" "1.29407879967403e-08"
"1421" "Whitstable" "3.79291137386772e-08"
"1422" "Whittier" "0.000118113115960328"
"1423" "Wicklow" "8.06000586894839e-06"
"1424" "Wilhelmshaven" "0.00234064361892872"
"1425" "Willhemstad" "0.00378958677042385"
"1426" "Wilmington (USA-Delaware)" "0.00108366807662219"
"1427" "Wilmington (USA-N Carolina)" "5.4372260516522e-05"
"1428" "Wisbech" "2.27689026166544e-06"
"1429" "Wismar" "3.16027946537512e-05"
"1430" "Wladyslawowo" "1.03909374660205e-07"
"1431" "Wolgast" "1.81329575799083e-08"
"1432" "Workington" "6.95425517394099e-07"
"1433" "Wrangell" "1.34215272229454e-08"
"1434" "Wyk" "1.57998614191968e-10"
"1435" "Xiahai" "1.90443216752101e-11"
"1436" "Xiamen" "0.0294109391953755"
"1437" "Xiazhimen" "0.0169562011099739"
"1438" "Yakutat" "3.75471533198279e-07"
"1439" "Yangshan" "0.0102052171776899"
"1440" "Yangtze River Mouth" "0.0220625563636121"
"1441" "Yantai" "0.00145229831571037"
"1442" "Yantian" "0.00146646625810687"
"1443" "Yawata" "1.80544213318479e-05"
"1444" "Yeisk" "1.90324923670104e-05"
"1445" "Yeysk" "2.89295171778114e-05"
"1446" "Yingkou" "8.65965874419228e-06"
"1447" "Yokohama" "0.0504888083336839"
"1448" "Yokosuka" "0.000925474273899329"
"1449" "Yorktown" "0.000381910481912828"
"1450" "Youghal" "7.09873138160511e-07"
"1451" "Ystad" "1.18435803575512e-06"
"1452" "Yuzhny" "0.00470746497797003"
"1453" "Zaanstad" "0.000984445648227306"
"1454" "Zarate" "1.05683743555351e-05"
"1455" "Zarzis" "1.07934760184003e-05"
"1456" "Zawia" "0.000184466181566645"
"1457" "Zeebrugge" "0.0123453990569902"
"1458" "Zhangjiagang" "0.000599948774340331"
"1459" "Zhangzhou" "0.000445136252906875"
"1460" "Zhanjiang" "0.00117995424610406"
"1461" "Zhapu" "4.25743643485132e-05"
"1462" "Zhenhai" "0.00104950365886136"
"1463" "Zhoushan" "0.000270649691677893"
"1464" "Zhuhai" "1.36829982492204e-05"
"1465" "Ziguinchor" "1.0603427956779e-06"
"1466" "Zirku Island" "2.36448063350991e-08"
"1467" "Zonguldak" "1.46581940552171e-06"
"1468" "Zuara" "4.13519996023126e-10"
"1469" "Zueitina" "1.13362997536948e-05"
